token	address	name
EXT:USER32.DLL::SetCapture	EXTERNAL:000000d6	SetCapture
EXT:USER32.DLL::SetClipboardData	EXTERNAL:000000c7	SetClipboardData
EXT:USER32.DLL::SetClipboardViewer	EXTERNAL:000000c2	SetClipboardViewer
EXT:USER32.DLL::SetCursor	EXTERNAL:000000d2	SetCursor
EXT:USER32.DLL::SetCursorPos	EXTERNAL:000000d3	SetCursorPos
EXT:USER32.DLL::SetFocus	EXTERNAL:00000100	SetFocus
EXT:USER32.DLL::SetWindowLongA	EXTERNAL:000000ff	SetWindowLongA
EXT:USER32.DLL::SetWindowPos	EXTERNAL:000000b5	SetWindowPos
EXT:USER32.DLL::SetWindowTextW	EXTERNAL:000000b9	SetWindowTextW
EXT:USER32.DLL::ShowWindow	EXTERNAL:00000107	ShowWindow
EXT:USER32.DLL::SystemParametersInfoA	EXTERNAL:00000104	SystemParametersInfoA
EXT:USER32.DLL::TranslateMessage	EXTERNAL:000000c5	TranslateMessage
EXT:USER32.DLL::UnregisterClassA	EXTERNAL:000000e1	UnregisterClassA
EXT:USER32.DLL::UpdateWindow	EXTERNAL:000000ee	UpdateWindow
EXT:USER32.DLL::wsprintfA	EXTERNAL:000000bf	wsprintfA
EXT:USER32.DLL::wsprintfW	EXTERNAL:000000ca	wsprintfW
EXT:WINMM.DLL::timeBeginPeriod	EXTERNAL:00000002	timeBeginPeriod
EXT:WINMM.DLL::timeEndPeriod	EXTERNAL:00000001	timeEndPeriod
EXT:WINMM.DLL::timeGetTime	EXTERNAL:00000003	timeGetTime
EXT:WS2_32.DLL::WSAIoctl	EXTERNAL:000001ea	WSAIoctl
EXT:WS2_32.DLL::WSASocketA	EXTERNAL:000001ec	WSASocketA
EXT:WSOCK32.DLL::Ordinal_1	EXTERNAL:00000007	Ordinal_1
EXT:WSOCK32.DLL::Ordinal_10	EXTERNAL:0000000d	Ordinal_10
EXT:WSOCK32.DLL::Ordinal_111	EXTERNAL:00000012	Ordinal_111
EXT:WSOCK32.DLL::Ordinal_116	EXTERNAL:00000011	Ordinal_116
EXT:WSOCK32.DLL::Ordinal_16	EXTERNAL:0000000c	Ordinal_16
EXT:WSOCK32.DLL::Ordinal_19	EXTERNAL:00000004	Ordinal_19
EXT:WSOCK32.DLL::Ordinal_22	EXTERNAL:00000018	Ordinal_22
EXT:WSOCK32.DLL::Ordinal_23	EXTERNAL:00000016	Ordinal_23
EXT:WSOCK32.DLL::Ordinal_3	EXTERNAL:0000000f	Ordinal_3
EXT:WSOCK32.DLL::Ordinal_4	EXTERNAL:00000006	Ordinal_4
EXT:WSOCK32.DLL::Ordinal_5	EXTERNAL:00000019	Ordinal_5
EXT:WSOCK32.DLL::Ordinal_52	EXTERNAL:0000000e	Ordinal_52
EXT:WSOCK32.DLL::Ordinal_7	EXTERNAL:00000009	Ordinal_7
